full_text,compound,polarity
Seketika sosmed di banjiri berita tentang ibu ratna lalu bagaimana dengan korban bencana gempa yang di palu di abaikan begitu saja heran deh,-14,negative
@jokowi Mantap bapak president kita yang turut peduli gempa &amp; tsunami di palu,-1,negative
Selain banyak korban gempa dan tsunami palu banyak juga yg jadi korban hoax si RS. Sudahlah!! Marilah bersatu tanggalkan perbedaan pilihan politik mari saling bahu membahu untuk membangkitkan gairah/semangat korban bencana palu dan sekitarnya.,-15,negative
Barulah kemudian msk ke sesarnya. Sesar di palu ini adl sesar transform (geser) yg menghasilkan gempa2 dangkal. Dr peta zonasi gempa yg dibuat PU jg udh kelihatan dia di zona merah. Bahkan sdh bs dihitung magnitude maxnya brp. Dan bukan kali pertama gempa+tsunami menghantam Palu. https://t.co/b0qohqHAWJ,-2,negative
3 OKT: PALU - Presiden Indonesia Joko Widodo melawat daerah Petobo di Palu kawasan yang teruk terjejas semasa gempa bumi dan tsunami pada Jumaat lalu. Gempa bumi 7.5 magnitud menyebabkan longsoran tanah di daerah... https://t.co/jvMcpq9Cgo,-8,negative
INFO LAYANAN SOSIAL Bagi yang membutuhkan informasi dan layanan anak lansia dan juga disabilitas korban bencana gempa dan tsunami di Sulawesi Tengah silakan datang ke Posko Rehabilitasi Sosial Kemensos di BRSPDI Nipotowe Kota Palu. #SultengBangkit #BersatuUntukSulteng https://t.co/oOL4AT9xkH,-14,negative
Kisah Dramatis Pasutri Mojokerto Selamat dari Gempa Tsunami Palu Hingga Bisa Balik Kampung Halaman https://t.co/vz11MJRAQi via @TribunJatim,-3,negative
@fadhilah5377 @Black_Widower @sampiere1 @ngopibarengkita @ABALONTELCALMAR @BudiTyas @Dahnilanzar @odeylogi Wkkwkkwkw kok pilih presiden yg gampang diboongin nenek2... Wkwkkwkw... Pilih presiden tuh yg kerja dong gan... Lg di palu nih skrg mikirin korban gempa... Jagoan abang kan rang kayah sewa jet kek bantu korban gempa kayak Datuk Sri Tahir...,-7,negative
Hari pertama tim kemanusiaan Bosowa Peduli Gempa dan Tsunami Palu Donggala (Sulteng). Datang menggunakan pesawat Hercules TNI AU setiba di Bandara Palu tim bergegas menuju Posko Bosowa Peduli dan membuka... https://t.co/Pbw9gMUEn2,-15,negative
Hari pertama tim kemanusiaan Bosowa Peduli Gempa dan Tsunami Palu Donggala (Sulteng). Datang menggunakan pesawat Hercules TNI AU setiba di Bandara Palu tim bergegas menuju Posko Bosowa https://t.co/hNOpTgmDDA,-15,negative
Belum sempat selesai gempa tsunami di Palu Indonesia Ribut yang melanda Klang semalam ada lagi petanda lain yang muncul. Ianya agak luarbiasa daripada hal-hal aneh yang muncul sewaktu https://t.co/5kaJyprIH4,-24,negative
Timeline isinya Ratna Sarumpaet dan Bapak Jokowi. Tweet soal Ratna Sarumpaet bikin ketawa geli. Tapi tweet tentang pak Jokowi yang kunjungi korban gempa di Palu mengiris hati &lt;/3,-4,negative
@jokoanwar Indeed bang. Ga ada adu strategi ideologi. Boro2. Lagi ada gempa di Palu pun masih ada aja yg sounding drama murahan ky RS ini. Kalau kata Michael Corleone Only don't tell me you're innocent because it insults my intelligence ,-7,negative
Inilah Daerah Asal 175 Pengungsi Gempa Palu dan Donggala yang Malam ini Tiba di Bandara Juanda https://t.co/OiqoHk0ssx,-5,negative
Hingga Kini Gempa Masih Terus Terjadi Pasha Ungu Minta Istrinya Tinggalkan Palu karena Sudah Ada Penerbangan Keluar Sulawesi Begini Jawaban Adelia https://t.co/FUw2anhDKI,-3,negative
MUHASABAH..... Mengenang musibah bencana alam tsunami dan gempa bumi yang menimpa saudara-saudara kita di PALU dan NTT...... Saudaraku...masihkah kita mengeluh karena hidup yang miskin....?coba lihat saudara... https://t.co/ojteDbWcAh,-20,negative
I liked a @YouTube video https://t.co/9c20gU2iuD KESAKSIAN PILOT BATIK AIR yang menerbangakan ID6231 SELAMAT DARI GEMPA PALU CAPTAIN,-5,negative
Yayaya.. Masih gak habis pikir.. Bukannya bantu korban gempa Palu eh malah bikin onar.. Kalo gak bisa bantu langsung seenggaknya gak usah bikin hoaks bisa..?? #ratnasarumpaet,-4,negative
_*Bulir Ibrah dan Hikmah*_ Dinukil dan diselia dari _* Coretan Kecil Mengingat Peristiwa Gempa Palu *_ Syahrul Fahmi Makassar 1 Oktober. *** _Laa ilaaha illallah astaghafirullah alazim _ menjadi kalimat... https://t.co/3rWE8ToyHa,-3,negative
Haha ...dasar jendral kardus suka grusa grusu gampang kemakan hoak! Teganya gerombolan mereka membuat drama keji disaat Indonesia berduka akibat bencana gempa dan tsunami di palu Sulawesi tengah. Kau tak pantas jadi presidenku bos!!! https://t.co/N7HukCnXyU,-22,negative
Ratusan pengungsi korban gempa dan tsunami di Palu dan Donggala Sulawesi Tengah yang diungsikan ke kampung halaman karena gempa susulan masih terus terjadi. https://t.co/M6ew23zeSA,-4,negative
Ini dia Kisah Agil Ababil Muazin Palu yang Korbankan Nyawa demi Selesaikan Azan Saat Gempa https://t.co/CrDuU7pjZX https://t.co/XCWVaGRWLy,-8,negative
@orari_or_id ORARI Lokal Mamuju melaksanakan DUKOM Gempa Bumi Palu &amp; Donggala di Jl. Ahmad Kirang Mamuju sejak hari Minggu 30 September 2018 https://t.co/kxX1O4oHAu,-3,negative
sangat amat sedih melihat hebohnya pemberitaan ttg penjarahan di Palu. sedih liat org nge-over generalize kalau org di sana 'suka' menjarah dan membanding2kan ttg keadaan pasca gempa di daerah lain di luar negeri dan bahkan di Indonesia sendiri,-12,negative
Detik-detik ATC Anthonius Memandu Batik Air saat Gempa dan Tsunami Palu Selamat Jalan Pahlawan https://t.co/VdQYQBiECN lewat @tribunmedan,-3,negative
Berita RS berhasil mengalihkan berita gempa Palu tp pesona Rio dewanto tetap tidak teralihkan oleh siapapun #SaveRioDewanto #KoalisiPlastik,-1,negative
Setelah Gempa 47 8 Hektar Wilayah Palu Amblas Lebih dari 5000 Bangunan Rusak https://t.co/ygNi0dY9En https://t.co/f52PmadoJX,-3,negative
Setelah Gempa 47 8 Hektar Wilayah Palu Amblas Lebih dari 5000 Bangunan Rusak: LAPAN menjelaskan Dari total 5.146 bangunan rusak yang terdata 1045 bangunan terdapat di Perumnas Balaroa yang amblas dengan https://t.co/n4GzCeEofN https://t.co/fcVpacylEd,-17,negative
Setelah Gempa 47 8 Hektar Wilayah Palu Amblas Lebih dari 5000 Bangunan Rusak https://t.co/RULapi8Mnz https://t.co/wC6muoFgxR,-3,negative
Setelah Gempa 47 8 Hektar Wilayah Palu Amblas Lebih dari 5000 Bangunan Rusak https://t.co/PNrlw0YutT https://t.co/cD5PJjDehG,-3,negative
Bantu Korban Gempa dan Tsunami Palu-Donggala Sumatera Barat Kirim 1 1 Ton Rendang: Rendang yang dihimpun ini berasal dari sumbangan masyarakat. Rendang menjadi pilihan karena penganan ini bisa disimpan satu bulan. https://t.co/lKi4RVMSUb https://t.co/Xatmtc59vh,-7,negative
Shalom Telah terlaksana Aksi Penggalangan Dana untuk saudara/i kita yang terkena bencana gempa bumi di Donggala Palu Sulawesi Tengah. Penggalangan dana ini dilakukan di simpang Jalan https://t.co/UHTfEYh1Pl,-6,negative
Gelombang pengungsi korban gempa Palu dan Donggala terus berdatangan di Pangkalan Udara Sultan Hasanuddin Makasar rabu malam. Saksikan info selengkapnya di Program INEWS MALAM hari ini (3/10/2018) pukul 22.30 wib. Hanya di INEWSTV. https://t.co/sJQmbzDSPY,-5,negative
Ya Allah... Lindungi &amp; berkatilah Presiden kami. Berilah kekuatan kepada para saudara kami korban bencana alam di Sulawesi Tengah Presiden Jokowi : Penanganan Gempa Bumi di Palu Donggala Berjalan Baik - https://t.co/3UPE5N3BiU,-3,negative
I liked a @YouTube video https://t.co/xDhVApn1IK KESAKSIAN PILOT BATIK AIR yang menerbangakan ID6231 SELAMAT DARI GEMPA PALU CAPTAIN,-5,negative
Gempa dan tsunami yang melanda Palu serta Donggala Sulawesi Tengah menjadi perhatian masyarakat luas. Berbagai pihak mengerahkan tenaga dan menjadi relawan untuk membantu penanganan korban gempa. Salah satunya Front Pembela Islam (FPI). https://t.co/mkl9guKx8Y,-2,negative
Kisah Perjuangan Hj Suati Warga Sinjai Selamat dari Gempa Palu: https://t.co/JXQeiu1jTD via @YouTube,-3,negative
Penyerahan bantuan kepada Stekholder @BKIPMPalu yang menjadi korban gempa tsunami @bkipmtolitoli @HumasBKIPM https://t.co/1VfxMVjps1,-5,negative
BNPB merilis total kerugian dampak bencana gempa dan tsunami di Palu dan Donggala Sulawesi Tengah hingga akhir pekan lalu sebesar Rp 18 48 triliun dan kemungkinan masih akan terus bertambah karena kerusakan akibat bencana tersebut belum selesai dilakukan. #MostUpdate1058,-21,negative
I Q R A...!!! Empat fenomena yang menarik perhatian kita yang harus kita baca. 1. Gempa dan Tsunami di Palu 2. Gempa Sosial dari seorang aktivis perempuan. 3. Gempar kemenangan Khabib https://t.co/jNuSogEF4z,-14,negative
Penyerahan bantuan kemanusian oleh tim BKIPM kepada masyarakat pesisir yang terdampak gempa palu sigi dan donngala @bkipmtolitoli @BKIPMPalu @HumasBKIPM https://t.co/HWHt27fa6P,-5,negative
Saya suka video @YouTube https://t.co/hRIeGlG0TT Detik-detik gempa tsunami di Donggala palu di ambil dari https://t.co/zXC9hkGbR9. Abadi 7,-2,negative
@lex_hendriks @Ardi26003421 @RachlanNashidik Menurutku yg carut marut penanganan gempa Lombok dan Palu. Berapa banyak penjarahan di Palu? Kemudian bantuan Rp 50 juta untuk Lombok apa kabarnya?,-1,negative
Atlet yang Selamatkan Gadis Cilik Saat Gempa Palu Wafat di India Dia meninggal karena mengalami kecelakaan saat menjalani paragliding https://t.co/MPMvZG2QBB https://t.co/MPMvZG2QBB,-14,negative
Bencana Gempa-Tsunami Palu Dan Donggala Rp 18.48 Triliun https://t.co/LRYqw3NRyc lewat @Selayang News,-3,negative
Saya suka video @YouTube https://t.co/G3PXyIsYiu Detik-detik gempa tsunami di Donggala palu di ambil dari https://t.co/ANN6CrvJr5. Abadi 7,-2,negative
I added a video to a @YouTube playlist https://t.co/vU4FpZgceO Gempa Palu Terbaru. Terekam dari kapal Tugboat https://t.co/yMVCmx9hG3 Abadi 7,-6,negative
I added a video to a @YouTube playlist https://t.co/2a4GWnP310 Teriakan Tolong itu Masih Terdengar dari Dalam Reruntuhan Gempa Palu,-5,negative
Mengenang sebulan gempa dan tsunami di Palu sya punya beberapa teman yang rela tdk ikut ujian di bulan November ini untuk ikut membantu para korban di Palu. Salut lah sama mereka ,-1,negative
#RELAWANAKTIVISPENELEH . Tiga bencana sekaligus yang menghantam Palu yakni gempa tsunami dan likuifaksi. Gempa dan tsunami masyarakat sudah sering terjadi di tempat lain. Sedangkan https://t.co/PIfBP6y6Xp,-2,negative
Idris Korban Gempa yang Bermental Pejuang #Korbangempa #Likuifaksi #Palu #balaroa https://t.co/PjaOimOyTP https://t.co/5exKb6FoB2,-5,negative
Tonton Luput dari kamera media satu titik yg cukup parah gempa palu di YouTube https://t.co/DGemCLT8yf https://t.co/ggIrXFtthr,-10,negative
Masak iya sih Nur Sugik bilang a'a gym juga gak bisa mengi'rof bacaan kitab kuning berdasarkan nahwu sorof dan balaghonya? Bersumpah lagi berhenti menjadi ustadz/mubaligh... Masak iya sih... Gempa dan tsunami di palu itu gara gara Nur Sugik di tahan oleh polisi...,-23,negative
[Belajar Memahami Ketetapan Allah] Palu 28 Oktober 2018. Hari ini tepat sebulan yang lalu bencana besar telah melanda kota kami yaitu gempa tsunami dan https://t.co/EvANDGpTx1,-2,negative
Sebulan lalu saat gempa dan tsunami di Palu ada seorang anak yang begitu cemas mengkhawatirkan kondisi orang tuanya. Satu yang dia yakini orang tua dan adiknya baik-baik saja. Tak https://t.co/2DsGNgXYE0,-13,negative
Hotel Roa-Roa Palu salah satu bangunan yang luluh lantak dihajar gempa-tsunami. Pencarian korban di hotel ini menjadi prioritas Atlet paralayang nasional maupun mancanegara sedang menginap di hotel tersebut. #PaluKuat #PrayForPalu #im_possible #palubangkit #BadaiPastiBerlalu,-7,negative
Kerugian Dampak Gempa di Donggala dan Tsunami di Palu Sulteng Bertambah BNPB : Rp 18 48 Triliun: Kerugian akibat bencana gempa bumi tsunami dan likuefaksi yang melanda sejumlah wilayah di Sulawesi Tengah bertambah. https://t.co/8S7HJOvosc https://t.co/6OLM0lzeHf,-8,negative
Ikatan Alumni Resimen Mahasiswa Indonesia (IARMI) kota Makassar akan memberikan fasilitas untuk menyekolahkan anak-anak korban gempa dan tsunami Palu https://t.co/4pCvynxu8I,-3,negative
Tepat 30 hari yang lalu..setelah adzan magrib berkumandang gempa tsunami dan likuifaksi menghantam wilayah Kota Palu Sigi dan Donggala. Al Fatihaah tuk mereka yg meninggal dunia.. #alwaysprayforPasigala,-5,negative
Hot News! Kisah Pilot Batik Air Selamat dari Gempa dan Tsunami Palu Cumicam 04 Oktober 2018 https://t.co/z0NZNc40DB,-3,negative
Kecamatan Tanambulava Kabupaten Sigi. Ini dekat dengan daerah yang terkena liquifaksi pada gempa Palu silam. Saya berkunjung dalam rangka meliput kesiapan warga setempat untuk bangkit. #PaluKuat #PaluBangkit! https://t.co/TJWvxI1Y1v,-8,negative
Pasca satu bulan bencana alam gempa dan tsunami Palu Sulawesi Tengah Ikatan Alumni Resimen Mahasiswa Indonesia (IARMI) kota Makassar akan memberikan fasilitas untuk menyekolahkan https://t.co/C0OUi6MgVC,-2,negative
Bantuan Psikologis Diberikan untuk Korban Gempa Palu Para korban baik anak-anak maupun orangtua mengalami trauma yang cukup besar ... https://t.co/1HFnoggfYF https://t.co/1HFnoggfYF,-11,negative
Menunggu detik-detik peringatan sebulan paska gempa-tsunami Palu-Donggala-Sigi. 28-09-2018 28-10-2018 18.02 WITA Al faatiha buat para korban gempa-tsunami ,-1,negative
Sebaran Posko Gempa dan Tsunami Sulawesi Tengah Aksi Cepat Tanggap (ACT) Updated: Kamis 25 Oktober 2018 74 Posko yang tersebar di Kota Palu Kab. Sigi Kab. Donggala dan Kab. Parigi Moutong. #IndonesiaBersamaPaluSigiDonggala https://t.co/oKDIQsBwRw,-5,negative
TNI AD 1229 Prajurit Divisi 3/K Kembali dari Misi Kemanusiaan Gempa Palu https://t.co/NVWS9wsnql,-3,negative
UPDATE INFO KEGIATAN [28 Oktober 2018]: Pelepasan bantuan dari posko Tidar (Kawedanan) untuk korban bencana alam gempa bumi &amp; tsunami Palu donggala &amp; sigi oleh Bapak Bupati Magetan Dr. Suprawoto https://t.co/0WB0rI04Cu,-7,negative
ACT membuka kesempatan bagi Sahabat peduli untuk menyalurkan bantuan bagi saudara-saudara kita yang terdampak gempa di Palu Sigi &amp; Donggala. Kirimkan melalui rekening khusus: BNI Syariah # 0270 360 372 Mandiri # 101 000 4802 482 atas nama (Yayasan) Aksi Cepat Tanggap. https://t.co/OKH5QC6vBS,-3,negative
@Ardhie_9179 @carina_niken @harimaumacannnn @NurhadiSst @reno_2 @vanbastiannos @mr_iwn @al_nghothot @Anak_Perantau_ @JhrPujianto @JokSusi2019 @AndySirajuddin @vintenas @Swarnadiva9 @Namaku_Mei @juventini_3rwin @stefan_ivanov_ @_SEKNAS_RI @Quvvatt @jnnewrw @FrennyPahibe @_Randy_Matthews @Audy_Sebastian @humphrey_pecher @Indones89018401 @iwatikk @Heritanjung13 @TjahjadiJudono @ColdIce10911773 @MohamadFalah11 @ed_tirta @gadingkelapa @wae_prasetya @Adhit_1909 @filbertstwn @AsepBerlian8 @DimasPermana817 @Eliaresa @kipyiksamgong @rizieq_iblis @212ThePowerOff1 @ibradhik @m_y_ee @Nanaa_rosaa @CCICPolri @bareskrim2018 @DivHumas_Polri @PolhukamRI Gempa dan Tsunami di Flores Palu dll. karena apa?,-3,negative
@arifsholihan2 @GPAnsor_Satu Bacot took gede .. Giliran Ada musibah macam gempa di lombok palu pada ngumpet di ketekk istrinya.. Lom LG sunami dasyat di acehh kmn ente..??,-4,negative
UPDATE LAPORAN BENCANA TBM ARTERIA FK UNISA . [Gempa Bumi Tsunami &amp; Likuifaksi Sulawesi Tengah; Palu Donggala Sigi] . Kamis 25 Oktober 2018 Pemberian bantuan dari TBM Calcaneus FK UNHAS ke TBM Arteria... https://t.co/1CJ6oZXWbV,-3,negative
Dibalik sosok penyelamat para korban gempa Palu ada kisah haru menyelimuti Alfrits yang merupakan seorang petugas Basarnas. Usai mengemban misi kemanusiaan di Palu Alfrits pulang ke Gorontalo dan mengikhlaskan bahwa istrinya telah meninggal dunia. #SeputariNewsRCTI #Basarnas https://t.co/ommBBM44Rd,-9,negative
VIDEO: Kesaksian Warga Toraja yang 9 Anggota Keluarganya Hilang dalam Gempa dan Likuifaksi di Petobo Palu https://t.co/SpBB1qZHag,-2,negative
Di #HariSumpahPemuda ini yuk bagikan pengalamanmu yang paling nyata sebagai pemuda dan pemudi Indonesia! . #LombokBangkit #PaluBangkit #tsunamipalu #gempapalu #gempadonggala #sulawesitengah #tsunami #sumpahpemuda https://t.co/hAj5PYMCYd,-1,negative
Saya tak tau jelas apa yg trjadi dg gempa palu yg menelan sbuah kampung Yg pasti itu ujian (hukuman) Namun saya menemui prsamaanya dg fenomena alam yg trjadi pd masa nabi Luth (kaum sodom)... https://t.co/jcMFy3Mwgt,-3,negative
Saya tak tau jelas apa yg trjadi dg gempa palu yg menelan sbuah kampung Yg pasti itu ujian (hukuman) Namun saya menemui prsamaanya dg fenomena alam yg trjadi pd masa nabi Luth (kaum sodom)... https://t.co/UN5wipVG46,-3,negative
TRUK BANTUAN LOGISTIK PT ADARO TIBA DI PALU PALU. Satu truk bantuan untuk korban bencana gempa dan tsunami di Palu - Donggala dari PT Adaro Energy yang merupakan BUMN di bawah kementrian https://t.co/kgCzJAZNRp,-13,negative
Kiprah Manggala Agni dalam penanganan tanggap darurat pasca bencana gempa bumi Palu mendapat apresiasi dari pimpinan KLHK yang disampaikan oleh Dirjen Pengendalian Perubahan Iklim (28/10). #ManggalaAgniBisa #KerjaBerdampak #PemerintahBekerja https://t.co/I5bhmh5fqH,-2,negative
BELUM SELESAI DERITA MEREKA KINI ADA 5 PENYAKIT YANG MULAI MENYERANG KORBAN GEMPA PALU Hendaknya para pengungsi menjaga kebersihan di lokasi pengungsian... https://t.co/g9nBnpkfuy https://t.co/g9nBnpkfuy,-1,negative
Lolos dari Maut Gempa Palu Pria Singapura Ini Justru Tewas Saat Olahraga https://t.co/lyREFC5sWg https://t.co/khjhAMpyzp,-3,negative
Atlet yang Selamatkan Gadis Cilik Saat Gempa Palu Wafat di India Dia meninggal karena mengalami kecelakaan saat menjalani paragliding https://t.co/MPMvZG2QBB https://t.co/MPMvZG2QBB,-14,negative
Geger Hantu Pok-pok Ganggu Pengungsi Korban Gempa dan Tsunami Palu belum lama ini muncul sejumlah laporan suara aneh dari dalam hutan dekat tenda pengungsian korban gempa dan tsunami di Palu Utara.. https://t.co/85wDUIKVLR https://t.co/85wDUIKVLR,-10,negative
BELUM SELESAI DERITA MEREKA KINI ADA 5 PENYAKIT YANG MULAI MENYERANG KORBAN GEMPA PALU Hendaknya para pengungsi menjaga kebersihan di lokasi pengungsian... https://t.co/5ByGbZ0qg0 https://t.co/5ByGbZ0qg0,-1,negative
Hari ini tepat sebulan telah berlalu sejak gempa dan tsunami mengguncang Palu Sigi Donggala. Masyarakat sudah kembali bangkit. Bertepatan dgn hari #SumpahPemuda kami berjanji untuk tidak akan pernah menyerah membangun Indonesia yang #BerpihakPadaAnak https://t.co/bxAKpzrkGL,-14,negative
Dalam acara ini juga diberikan Beasiswa kepada putra putri Bhayangkara Polda DIY yang berprestasi di bidang akademik maupun non akademik serta pemberian tali asih kepada Warakawuri dan Ibu Lita Nugroho Istri dari Aiptu Nugroho yang menjadi korban gempa di Palu.,-10,negative
Sebaran Posko Gempa dan Tsunami Sulawesi Tengah Aksi Cepat Tanggap (ACT) Updated: Kamis 25 Oktober 2018 74 Posko yang tersebar di Kota Palu Kab. Sigi Kab. Donggala dan Kab. Parigi Moutong. #IndonesiaBersamaPaluSigiDonggala https://t.co/NnOsmLejSt,-5,negative
