full_text,label,compound,polarity
I liked a @YouTube video https://t.co/3wQ5jKC7WL Kesaksian Pilot Batik Air Lolos dari Gempa &amp; Tsunami Palu,1.0,-3,negative
Anthonius Gunawan Agung: Disebut 'pahlawan nasional' oleh pilot Batik Air yang pesawatnya diselamatkan: Pesawat Batik Air yang dikemudikan oleh pilot Ricosetta Mafella selamat dari gempa bumi dan tsunami di Palu karena aksi petugas pengawas lalu lintas https://t.co/nKYDMHWgqm,1.0,-5,negative
Ini Ceramah Ustadz Abdul Somad [UAS] Sebelum Terjadi Gempa &amp; Tsunami Palu Sulteng: https://t.co/WmNSQI2jZF melalui @YouTube,1.0,3,positive
Citra Satelit Perlihatkan Dampak Gempa Palu https://t.co/HIfbHHcqB9 https://t.co/cPRzxduO9s,2.0,0,neutral
Berikut Video Erupsi Gunung Soputan Sulawesi Utara. ____ Innalillahi Wainnailaihi Roji'un . . Saat Sulawesi berkutat dalam penanganan dampak tsunami dan Gempa di Palu dan Donggala Gunung https://t.co/9SEtjJhaXg,2.0,1,positive
Momen Haru Bocah Korban Gempa Palu Ingin Ikut Pergi Bersama Jokowi : Boleh Ikut Tidak? https://t.co/bZv8HHhnbf,2.0,0,neutral
I liked a @YouTube video https://t.co/aAlev2gUHy Fenomena Likuifaksi ketika gempa di Palu,2.0,4,positive
Info Menarik Terbaru Tentang (BREAKING NEWS - 175 Pengungsi Gempa Palu dan Donggala Tiba di Juanda Ada yang ...) - https://t.co/bOMXTv8NTD https://t.co/ViX5Z41VCp,1.0,-5,negative
@KompasTV Kalo lihat keluhan beberapa pengungsi korban gempa palu dan sekitarnya penanganan seolah tidak merata.. Sebaiknya ada instansi yg menjawab soal ini,2.0,-7,negative
Saya suka video @YouTube https://t.co/8LtDyAKaAs KONDISI GEMPA 7 7 SR DI MESJID BAITURAHMAN PALU,2.0,2,positive
Saya suka video @YouTube https://t.co/GXjFpRZHC0 VIDEO: Detik-Detik Gempa Bumi 7 7 SR &amp; Tsunami Melanda Palu,2.0,2,positive
Personel TNI Angkatan Laut Evakuasi Korban Gempa Dan Tsunami Palu Sigi Dan Donggala Dari Tengah Laut Jalesveva Jayamahe https://t.co/cmQ2k4ZEyw,2.0,0,neutral
Disela sela dlm menjalankan Tugas Pokoknya.Seorang Banser Asal Kab Pangkep menggendong slah satu Anak dsri Korban Gempa dan Taunami Palu Donggala Sulteng @TRANSTV_CORP @MataNajwa https://t.co/093FTOuVqL,2.0,2,positive
Repost from @bpom_ri Duka Negeri untuk Palu-Dongga Mari Bantu Saudara kita korban gempa bumi dan tsunami melalui BPOM peduli Sedikit dari kita sangat berarti untuk mereka. Uluran tangan https://t.co/YXpz2AzQwg,1.0,3,positive
Selama berhari2 hampir2 tdk bs intens buka twiter. Bahkan peristiwa terkait palu donggala hy sekilas2 sj. Ada likuifasi di gempa Sulteng ini. Semoga pemerintah segera menemukan cara tercepat memulihkan yg terdampak bencana. Aamiin..,2.0,4,positive
Gempa lombok.. Potensi tsunami.. Dihimbau.. Lalu dicabut tsunaminya cuman 3 cm.. Hoaxs nih.. Kena uu te gak..? Palu donggala gempa.. Peringatan tsunami.. Perkiraan 3 meter.. Eh ternyata 6 meter? Prakiraan cuaca bisa terancam juga nih..,2.0,0,neutral
Bpba Selenggarakan Rakor Terkait Gempa Tsunami Palu Dan Donggala. Selengkapnya https://t.co/w44ZHgK8t4,1.0,0,neutral
Saya memiliki beberapa teman dipalu FPI memang gerak cepat dalam membantu korban gempa di palu,1.0,5,positive
Waktu zaman kecil dulu zaman majalah Bobo yg ditunggu2 seminggu sekali si Bobo heboh banget bikin Opera Si Nyamuk. Kalau sekarang kayaknya ada drama baru yang nutupin kehebohan gempa Palu: Opera Si Plastik,2.0,-14,negative
Sebelum Istirahat Menurunkan bantuan logistik dulu. Do'akan relawan yg bertugas selalu sehat yaa.. #palubangkit #gempapalu #tsunamipalu,1.0,3,positive
Info Menarik Terbaru Tentang (Bantu Korban Gempa dan Tsunami Palu-Donggala Sumatera Barat Kirim 1 1 Ton Rendang) - https://t.co/dbSNGLkvxd https://t.co/JUGxp4F85k,1.0,0,neutral
Isak Tangis Keluarga Sambut Korban Gempa Palu asal Garut https://t.co/HvUj3cY4jN,1.0,0,neutral
Pray for Palu &amp; Donggala ucapan terima kasih kepada para ketua rt rw tomas toga toda terkhusus buat seluruh masy pulau atas kepeduliannya thd bencana gempa &amp; tsunami di palu &amp; donggala.. #PrayForPalu #PrayForDonggala #PrayforSulteng https://t.co/SxJd89EOKB,1.0,1,positive
Info Menarik Terbaru Tentang (Anak Korban Gempa Palu Ingin Ikut Jokowi Begini Jawaban Presiden) - https://t.co/P1mTA9aDJv https://t.co/8OYn6TxJVf,1.0,0,neutral
Gelombang Pengungsi Gempa Palu Terus Berdatangan di Juanda https://t.co/7aBgh11HBK https://t.co/kJfWY8ETgl,1.0,0,neutral
Pengakuan Korban Selamat Gempa Tsunami Palu : Yang Pertama Datang Bantu Kami FPI !!!!! https://t.co/fiEc1TMSpy,1.0,0,neutral
BUKAN HOAX! Wartawan Inggris Bilang FPI Beri Bantuan untuk Korban Gempa Palu https://t.co/la2Aj0JJTz,1.0,0,neutral
Tak Diliput Hingga Dituduh HOAX FPI Tetap Bekerja Siang Malam Urus Korban Gempa Tsunami Palu https://t.co/VgIrJQOjoQ,2.0,0,neutral
Transportasi Terbatas Jadi Kendala TNI Sebar Bantuan Gempa Palu https://t.co/LROO0u88d5,2.0,0,neutral
Inilah daftar Fasilitas Kesehatan untuk penanganan korban gempa dan tsunami di Kota Palu dan Kabupaten Donggala. via @KemenkesRI #KomisiAndaElshinta https://t.co/o6pntQMRnL,1.0,-1,negative
Info Menarik Terbaru Tentang (Transportasi Terbatas Jadi Kendala TNI Sebar Bantuan Gempa Palu) - https://t.co/AnXH0ftDGK https://t.co/Cz4AZM1leR,1.0,0,neutral
Terungkap.! Dahulu Kota Palu Terangkat Dari Lautan Karena Gempa Ini faktanya https://t.co/rCACexeci0,1.0,0,neutral
Seniman dan Budayawan Bandung akan Gelar Aksi Solidaritas Sulawesi Tengah Sejumlah seniman dan budayawan Bandung menggelar aksi solidaritas pengalangan dana untuk korban gempa di Palu Sigi dan Donggala... https://t.co/VnxlTf6SZ0,1.0,6,positive
Info Menarik Terbaru Tentang (Setelah Gempa 47 8 Hektar Wilayah Palu Amblas Lebih dari 5000 Bangunan Rusak) - https://t.co/E8OutS8Ubs https://t.co/SSd6luZuvN,2.0,-3,negative
Bantu Warga Palu Ini yang Dilakukan Elce Blod Id dan PMI https://t.co/NmBGGvv6Kg GORONTALO - Gerakan donasi untuk korban gempa dan tsunami Palu dan Donggala Sulawesi #Bencana_Alam #Palu_Donggala #Tsunami diterbitkan oleh : Van Robin https://t.co/tF4QYZHyQg,1.0,-5,negative
Transportasi Terbatas Jadi Kendala TNI Sebar Bantuan Gempa Palu https://t.co/CNcflmYjfk,2.0,0,neutral
Video ini bukan erupsi Gunung Soputan! #KomisiAndaElshinta hoax tentang gempa dan tsunami di Palu-Donggala https://t.co/iFz1C3PsZE,2.0,-5,negative
@Rio_Ramabaskara Jgn lupa ya om penanganan gempa palu seminggu da normal lagi tu pak mukudi yg bilang,1.0,5,positive
Saya suka video @YouTube https://t.co/WQsmTwtFdI TANAH TERBELAH DAN BERGESER PAS GEMPA - PALU/DONGGALA,2.0,2,positive
10 Potret Memilukan Dahsyatnya Gempa Bumi di Kampung Petobo Palu yang Disebut 'Tertelan Bumi' https://t.co/say2r12SpR,2.0,-5,negative
Pertamina Kirimkan 6.100 LPG untuk Korban Gempa Palu https://t.co/xlepUEtKTt https://t.co/x77KZuPr9A,1.0,0,neutral
Jumlah Klaim Asuransi Gempa dan Tsunami Palu Masih Dihitung https://t.co/XB3qh8Br37 https://t.co/9inoIrfpqw,1.0,0,neutral
Donasi untuk Gempa-Tsunami Palu &amp; Donggala https://t.co/I0BCNwuvj9 #peristiwa #terbaru,1.0,0,neutral
Bahkan gempa Palu yg memilukan yg tak kalah memilukan dr Lombok...serasa kok seperti hoax saja. Karena berita di luar negeri menyatakan Dead Toll tapi di negeri ini...seakan bencana yg biasa2 saja....aku tak tahu juga...siapa tahu hoax...,2.0,-15,negative
Mengenal Telepon Satelit Komunikasi Andalan saat Bencana Kementerian Komunikasi dan Informatika langsung menindaklanjuti putusnya jaringan telekomunikasi di wilayah bencana gempa dan tsunami di Palu dan Donggala Sulawesi Tengah. Baca selengkapnya di https://t.co/tAvy1izOj4,2.0,2,positive
@null Jumlah Klaim Asuransi Gempa dan Tsunami Palu Masih Dihitung Data klaim asuransi https://t.co/tM5G8SfHYj,1.0,0,neutral
Gaya Susi Tinjau Lokasi Gempa di Palu hingga Sigi https://t.co/nTA33BYzRP https://t.co/bsndDcpN1P,2.0,0,neutral
https://t.co/oAVxKGUZ70 - Jadi Korban Gempa dan Tsunami Palu Jenazah Atlet Paralayang Nasional Dimakamkan di Palu https://t.co/OP6RTcUk8L,2.0,0,neutral
Fenomena Likuifaksi ketika gempa di Palu: https://t.co/aAlev2gUHy via @YouTube,2.0,4,positive
Tinjau RSUD Undata Palu Panglima TNI Minta Jenazah Korban Gempa &amp; Tsunami Segera Dimakamkan https://t.co/GoWeoeOs77 https://t.co/KVEHwRf69w,1.0,0,neutral
Tinjau RSUD Undata Palu Panglima TNI Minta Jenazah Korban Gempa &amp; Tsunami Segera Dimakamkan https://t.co/gGRcKF70gf https://t.co/xl0ubAVnXL,1.0,0,neutral
Tinjau RSUD Undata Palu Panglima TNI Minta Jenazah Korban Gempa &amp; Tsunami Segera Dimakamkan https://t.co/pP4cUKvXCC https://t.co/TjjojJNUCs,1.0,0,neutral
Tinjau RSUD Undata Palu Panglima TNI Minta Jenazah Korban Gempa &amp; Tsunami Segera Dimakamkan https://t.co/rZobrQQJAu https://t.co/k9OVADoVS9,1.0,0,neutral
Info Menarik Terbaru Tentang (Ricardo Sempat Tolong Enam Orang: Warga Minut Korban Gempa Palu Gubernur Olly ...) - https://t.co/ha1TlxTzkR https://t.co/TaocLlqeRB,1.0,0,neutral
Operator Masih Sulit Pulihkan Jaringan di Sulawesi Tengah Operator seluler terus melakukan pemulihan terhadap jaringan selulernya di wilayah Sulawesi Tengah (Sulteng) setelah gempa dan tsunami berlangsung di Donggala dan Kota Palu. Baca selengkapnya di https://t.co/ZfYBMuDK0q,2.0,4,positive
Info Menarik Terbaru Tentang (Wita Korban Gempa dan Tsunami Palu Pisah dengan Suami di Bandara) - https://t.co/en6DCogjj8 https://t.co/2x18bWrEYO,1.0,0,neutral
Rapat Penggalangan Dana Untuk Korban gempa Palu yang Prakarsai oleh IPNU-IPPNU DAN IPM RANTING SUMURAN Mari Sisihkan Rizqi Kita Untuk Saudara-Saudara Kita di Palu dan https://t.co/0aCOFkcA12,1.0,-1,negative
Kesaksian Korban Selamat Gempa Palu di ILC (02/10/2018) https://t.co/zTghb4Fec5,1.0,0,neutral
Tiap pagi denger berita di Radio yg memberitai soal gempa Palu ini suka bikin emosi.. yg dibahas gempa Sulawesi as 1 pulau kena semua padahal kaga ,2.0,-6,negative
Astaghfirullah ini potret pantai Manakarra sebelum Gempa &amp; Tsunami Palu https://t.co/qM8sOvPRxX,2.0,1,positive
Ada sekelompok org membagi2 duit 50 ribu rupiah di pengungsi gempa &amp; sunami palu donggala dan sigi. Ternya masyarakat menemukan di dalamnya ada cap 2019 ganti presiden. Masyarakat mengatakan ini perbuatan sungguh biadap kami ini lagi mengalami musiba jgn ada unsur politik . https://t.co/8PFKz2BTvy,2.0,10,positive
for INDONESIA ARMY ( INA ARMY ) also can do donate at this link . Data sementara 1.234 orang meninggal akibat gempa 7 4 SR yang mengguncang Donggala dan menyebabkan Tsunami di Palu Sulawesi Tengah.. Bantu donasi dengan klik https://t.co/85cmu8obn7,2.0,-11,negative
TNI Kirim Pasukan untuk Pengamanan Pasca Gempa Palu https://t.co/Tm5qlTrvZA,1.0,0,neutral
Dituduh HOAX FPI Tetap Bekerja Siang Malam Urus Korban Gempa Tsunami Palu https://t.co/ZcJ8cdFLC4,2.0,0,neutral
Warga: 'Semua Rumah di Sini Seperti Dihisap Lumpur' https://t.co/SA4wRhEBC3 #GempaPalu #Likuifaksi https://t.co/J2RlNPfcxg,2.0,0,neutral
Mendikbud: Gempa Tak Surutkan Proses Belajar di Palu - Warta Ekonomi https://t.co/jAnA9oG6ii,1.0,0,neutral
Pilu Bayi Korban Gempa Palu Baru Dua Hari Lahir Meninggal Dunia https://t.co/BWE89ToUqk https://t.co/FaD9Nkwu5B,2.0,0,neutral
Setuju banget sama perkataan ini.. Berita gempa di Palu jadi tergeser oleh berita emak emak yang lagi heboh operasi plastik ,1.0,-6,negative
Setelah meninjau rumah sakit darurat di Bandara Mutiara SIS Al-Jufrie Kota Palu Presiden Joko Widodo langsung menuju kawasan Kelurahan Petobo Kota Palu. Pak @jokowi melihat langsung kondisi permukiman yang luluh lantak diguncang gempa bumi Rahayu Presiden Ku. #2019JokowiAmin,1.0,4,positive
#gempapalu #savepalu #gempasulteng #gempadonggala #pray4palu #prayforpalu GEMPA SULTENG 2018 - https://t.co/xKwbPjwtFS,2.0,0,neutral
Gempa Sulteng UNS kirim tim tanggap bencana ke Palu https://t.co/vjQFRuKpUq,1.0,-4,negative
@opposite6890 Cc @AkunTofa @AnnaSuezann @RestyCayah @ronavioleta @RajaPurwa @ZAEffendy @marierteman @aagym @aniesbaswedan @AzzamIzzulhaq Mohon bantuan korban gempa Palu TIDAK MERATA,1.0,0,neutral
Info Menarik Terbaru Tentang (Kisah Dramatis Pasutri Mojokerto Selamat dari Gempa Tsunami Palu Hingga Bisa ...) - https://t.co/Zprv95qFdO https://t.co/Lp8pbDbMyr,1.0,-3,negative
I liked a @YouTube video https://t.co/FRWZOoIZXL KESAKSIAN PILOT BATIK AIR yang menerbangakan ID6231 SELAMAT DARI GEMPA PALU CAPTAIN,1.0,-5,negative
Tahu Beton- Banyak Gempa Di Tempat Lain Kenapa Harus Palu Yang Terkena Gempa Besar Hari Itu https://t.co/RF476Tlupi,2.0,0,neutral
Tahu Beton- Memang Sudah Pertanda Ini Catatan Gempa Bumi Palu Di Hari Yang Sama https://t.co/kHPuqD1fO5,2.0,0,neutral
Satu Truck Kebutuhan Darurat Dan Ratusan Juta Disalurkan MPR ke Korban Gempa Dan Tsunami Palu-Donggala-Sigi https://t.co/Vuu75alO36,1.0,0,neutral
Keadaan sebelum dan sesudah gempa/tsunami palu sulawesi tengah. https://t.co/QyuKkdErqh,2.0,0,neutral
Bantu Korban Gempa Sulteng UNS Kirim Relawan ke Palu | https://t.co/mFSr8zEILS https://t.co/T0RbloMG4z https://t.co/h1F4YKtLIo,1.0,0,neutral
Bocah Korban Gempa Tsunami Ingin Ikut Jokowi Saat Kunjungan ke Palu Begini Jawaban Presiden https://t.co/ylWSyEdlaz,1.0,0,neutral
Isak Tangis Keluarga Sambut Korban Gempa Palu asal Garut https://t.co/sBtnsbMzMK https://t.co/sjcLISYFaN,1.0,0,neutral
Semoga mereka para korban gempa tsunami di Palu dan sekitarnya diberi kesabaran serta kekuatan menghadapi ini semua. Bagaimanapun memberi lebih baik daripada menerima. Yuk kita beri https://t.co/xB4RsPiD2P,1.0,15,positive
Satgas Bankes TNI Dirikan Rumah Sakit Lapangan di Lokasi Gempa Palu https://t.co/C0ciIAjvfw https://t.co/6JXvMsZFLm,1.0,0,neutral
Jokowi Minta Distribusi Logistik Untuk Korban Gempa di Palu Diperbaiki - Publik News https://t.co/QEpkJ7UxcU via,1.0,0,neutral
Nah ini Kjadian di Palu Masyarakat Korban Gempa Tsunami Sampai Tidur dipinggir Jalan tdk ada Tenda Makanan Minuman..Mau ktkn Hoax ?? Miris..Yaa Allah..Pantas sj Warga jd Brutal inilah knyataan yg ada sebenarnya..Yaa Allah..Tolonglah #prayforpaludonggala https://t.co/tmbttFK4lv,2.0,2,positive
Jokowi Dengarkan Keluhan Pasien Rumah Sakit Darurat Korban Gempa dan Tsunami Palu - Publik News https://t.co/YQgheW2U1X via,1.0,0,neutral
Menurut Jokowi Penanganan Dampak Gempa Bumi dan Tsunami di Palu Berjalan Baik - Publik News https://t.co/ELfYEH5454 via,1.0,0,neutral
Gempa Lombok dan Palu Akan Dibahas Dalam Pertemuan Tahunan IMF-World Bank - Publik News https://t.co/VS4zLG4rnt via,1.0,0,neutral
Makna apa di balik berbagai peristiwa... Gempa dan tsunami palu sigi dan donggala jumat 28 september 2018. Meninggalkan duka yg mendalam Semoga para korban diberi ketabahan yg meninggal diampuni kesalahannya dan di terima pada tempat yg layak Mari semua kita kita membantu...,2.0,-17,negative
@antaranews Gempa palu seminggu juga selesai antara hoax dan khayalan,2.0,-3,negative
Info Menarik Terbaru Tentang (Kisah Korban Gempa Palu yang Tiba di Juanda Rabu Malam: Mardi Butuh ...) - https://t.co/OUW5Zz9hZU https://t.co/4iPxMUmz1V,2.0,-5,negative
'Mama Sudah Di Atas Sekali Sudah di Surga' Ini Curahan Hati Anak Korban Gempa Palu Setelah Bertemu Jokowi https://t.co/qwQlPTQjQk,2.0,0,neutral
Miris.. Musibah gempa tsunami tak bikin warga Palu sadar tapi malah semakin rusak moralnya: https://t.co/BpYj9GHh9z melalui @YouTube,2.0,9,positive
@RachlanNashidik Maaappp Presiden saya Pak @jokowi sedang sibuk ngurus korban gempa Palu Donggala Sigi....Beliau gak ada wktu buat ngurusin hoax2 kek gini....sibuuukkk ,2.0,2,positive
Yuk kita bantu saudara2 kita yang terkena bencana gempa tsunami dan lumpur di Palu dan Donggala mereka mebutuhken uluran tangan kita ingat mereka saudara kita saudara seagama sebangsa #PrayForPalu #PrayForDonggala #PrayforSulteng https://t.co/BrB88WBUvy,1.0,-4,negative
Info Menarik Terbaru Tentang (Update Terakhir Gempa dan Tsunami Palu: Korban Jiwa Capai 1.400 yang Masih ...) - https://t.co/cEyu6afGVF https://t.co/biiAiwTBDn,2.0,-5,negative
Mari kita ringankan Duka Saudara Kita yang terkena bencana Gempa Tsunami Palu Donggala berapapun bantuan kita sangat berarti bagi Saudara kita yang terkena musibah... Donasi Bapak Ibu Hamba Allah dapat disalurkan di link dibawah ini : https://t.co/533kPIXfqW ,2.0,-18,negative
Momen Mengharukan saat Anak Kecil Korban Gempa Tsunami Palu Minta Ikut Naik Mobil Jokowi https://t.co/hVSEqoFGfp,2.0,0,neutral
Pertama kali saya liat foto ini beredar di sosmed saya pikir korban gempa di Palu yang tertimpa reruntuhan bangunan restoran padang. Eh rupa rupanya kau berbahaya bisa bisanya aku terlena kamu seperti ular seperti ular... #KoalisiPlastik #WajahmuPlastik https://t.co/UFEu7INvYf https://t.co/aLd5LQAUXj,2.0,-12,negative
@FirzaHussein Gempa di palu tapi dada sarumpet rata hingga ke perut ngga ada sedikitpun tonjolan dasar nenek lampir,2.0,-1,negative
Gempa Palu dan Donggala Tak Ganggu Iklim Investasi Sulawesi https://t.co/2qjSkcdt5N,2.0,0,neutral
Kalian sibuk urus hoax Pak Jokowi sibuk menenangkan &amp; mengatasi masalah masyarakat korban Gempa &amp; Tsunami Palu dsk. #WajahmuPlastik,2.0,-8,negative
Info Menarik Terbaru Tentang (Usai Gempa dan Tsunami Menerjang Mahasiswa ITN Malang Asal Palu Diminta ...) - https://t.co/Xu2iK6LfQI https://t.co/gvmktsCaGo,1.0,0,neutral
@saididu @rudiantara_id Siaran Pers @kemkominfo No. 253/HM/KOMINFO/10/2018 Point 5. Hoax potoh gerak cepat relawan FPI evakuasi korban gempa Palu. Konfirmasi dari Sutopo Purwo Nugroho (Kepala Humas BNPB) SIAPAH YANG HOAX??? FPI ato KOMINFO??? https://t.co/cLjIpjRiTR,2.0,-3,negative
Wujud Kepedulian TNI AD Kerjasama dengan BUMN Bantu Korban Gempa Palu Sigi dan Donggala https://t.co/YMZtmQiuec https://t.co/rz4oqrNWXw,1.0,0,neutral
Kondisi Perumnas Balaroa Palu Usai Diguncang Gempa: https://t.co/A9p1GO0Ghm via @YouTube,2.0,0,neutral
Gelombang Pengungsi Gempa Palu Terus Berdatangan di Juanda https://t.co/G7TCUUwr6D,1.0,0,neutral
Momen Mengharukan saat Anak Kecil Korban Gempa Tsunami Palu Minta Ikut Naik Mobil Jokowi - Tribun Medan https://t.co/83yq5fpgeF,1.0,0,neutral
Bantu Tangani Gempa Palu Malaysia Kirim Pesawat Airbus A400M https://t.co/TVp84BBoBU,1.0,0,neutral
Cerita Warga Toraja di Palu yang Selamat dari Gempa: https://t.co/71eFdQTWWt via @YouTube,1.0,-8,negative
Momen Mengharukan saat Anak Kecil Korban Gempa Tsunami Palu Minta Ikut Naik Mobil Jokowi. https://t.co/1Wuw35x60V lewat @tribunmedan,1.0,-3,negative
Detik Detik Gempa Palu 7.7 Sebelum Gempa dan Sesudah Gempa: https://t.co/YCySLMO8r0 melalui @YouTube,1.0,3,positive
UIN Alauddin Siap Tampung Mahasiswa Korban Gempa IAIN Dato Karama Palu,1.0,0,neutral
KISAH PENGUNGSI DARI PALU: Jualan Roti Sejak 2008 mampu Bangun Rumah Ambruk Digoyang Gempa https://t.co/kNga9eRarz,2.0,-2,negative
Ramayana Lestari Sentosa (RALS) Salurkan Bantuan untuk Korban Gempa Palu https://t.co/GtXTgUqN5T https://t.co/fx3XNlWBQj,1.0,0,neutral
Koarmada II Kirim Bantuan ke Lokasi Gempa Palu https://t.co/1Zl0ecFz6M https://t.co/D7n6kFPWUU,1.0,0,neutral
Diawal 2018 Roy Kiyoshi Menyebut tentang Gempa dan Tsunami di Palu: Saya Melihat akan Ada Air Besar https://t.co/75hVCuTN1p,1.0,-1,negative
Gempa bumi dan tsunami meluluhlantak-kan Palu. Kebohongan dan hoax meluluhlantak-lan perjuangan P-S dkk #GotongRoyong #BangunKembali,2.0,-5,negative
Suasana Haru Pengungsi Gempa Palu Makan Bersama Bupati Indah https://t.co/QegILDowvu https://t.co/R2N0KeDamQ,1.0,0,neutral
Sesaat Sebelum Gempa Dan Tsunami Melanda Kota Palu Rumah Muslimin | Media Dakwah Ahlusunnah Wal Jama'ah #jokowi2periode #jokowimembangunindonesia #2019TetapJokowi #JokowiMaruf2019 https://t.co/CErV8Et4Z9,1.0,0,neutral
Cerita Maia Estianty dan Dul ke Palu Seminggu Sebelum Gempa https://t.co/yJGYqnkZ2P,1.0,0,neutral
Info Menarik Terbaru Tentang (CIMEDs UGM Sumbangkan Implan Penyambung Tulang untuk Korban Gempa Tsunami Palu) - https://t.co/m3czgmVsYI https://t.co/eVYFtu8skT,1.0,0,neutral
Perlu Sadar Mitigasi https://t.co/Z2UhQIKqAU ACTNews JAKARTA - Jumat (28/9) petang Donggala dan Palu diguncang gempa. Bermagnitudo 7 4 SR getaran bumi hingga menyebabkan ,2.0,-2,negative
Isak Tangis Keluarga Sambut Korban Gempa Palu asal Garut https://t.co/z7wNj0ObFE,2.0,0,neutral
Inilah Daftar Berita HOAX Seputar Gempa di Palu yang di lakukan oleh oknum tak bertanggung jawab: https://t.co/qbE8rnYC38 via,2.0,-5,negative
Gempa dan Tsunami Palu Kejutkan Ilmuwan Dunia Ini Penampakan Foto Satelit NASA https://t.co/y7qJfHJ2Oy https://t.co/zlO7wHQPmu,2.0,0,neutral
Gempa dan Tsunami Palu: Ini Pentingnya Rapid Assessment Selama Recovery https://t.co/T5kmKGCBW4 https://t.co/hEhURosPZA,2.0,0,neutral
Halo teman-teman wannable oniel_id punya kang daniel early birthday project buka donasi buat saudara kita yang terkena gempa dan tsunami di palu dan dan donggala jumlah nominal donasi yang terkumpul akan kami sumbangkan atas nama kang #wannaone #KangDaniel cp @ShielaOfficial https://t.co/jJMRVeiQq7,2.0,-2,negative
